SchoolName,District,CurrentLevel,RecommendedProgression,Gender,Priority,Target_School_Latitude,Target_School_Longitude,Total_Progression_Schools_Found,Analysis_Message,Nearest_Progression_School,Distance_to_Nearest_KM,Progression_School_District
GBPS ALI BAKHSH SASOLI,NASEER ABAD,Primary,Middle,Boys,Standard,68.33636368,28.52335761,5,Found 5 Middle schools within 6.0km,GBMIDS ABDUL RAZAQUE UMARANI.,2.66,NASEER ABAD
GBPS BAZI GEER KHUZDAR,KHUZDAR,Primary,Middle,Boys,Standard,66.60348392,27.83728026,12,Found 12 Middle schools within 6.0km,GGMIDSS BAZGIR,0.17,KHUZDAR
GBPS KAKA ZAI,PISHIN,Primary,Middle,Boys,Standard,66.903525,30.74236167,15,Found 15 Middle schools within 6.0km,GBMIDS HAJIAN SHAKERZAI,1.3,PISHIN
GBPS HUZOOR BAKHSH DOMKI,SOHBAT PUR,Primary,Middle,Boys,Standard,68.3727031,28.43001853,12,Found 12 Middle schools within 6.0km,GBMIDS HAJI ABDUL MAJEED KHOSA,1.76,SOHBAT PUR
GBPS GORGAGE JADEED,NOSHKI,Primary,Middle,Boys,Standard,65.80022,29.24933667,3,Found 3 Middle schools within 6.0km,GBMIDS SAR MAL,1.84,NOSHKI
GBPS MUHAMMAD HASHIM,NOSHKI,Primary,Middle,Boys,Standard,65.50721111,29.07603521,1,Found 1 Middle schools within 6.0km,GGMIDS MUHAMMAD HASHIM,0.17,NOSHKI
GGMIDS CHILTAN SCHEME,QUETTA,Middle,High,Girls,Standard,66.97194387,30.25855934,76,Found 76 High schools within 6.0km,GGHS KILLI GUL MUHAMMED,1.32,QUETTA
"GBMIDS KILLI JAMALHAN, JANAT ALI",KOHLU,Middle,High,Boys,Standard,69.18812547,29.34416953,0,Found 0 High schools within 6.0km,,,
GBMIDS GOTH RAZA MUHAMMAD LEHRI FAROOQABAD DMJ,NASEER ABAD,Middle,High,Boys,Standard,68.28521304,28.4421974,8,Found 8 High schools within 6.0km,GBHS SHAFI MUHAMMAD UMRANI,1.71,NASEER ABAD
GBPS MADRASSA HARAM ZAI,SHERANI,Primary,Middle,Boys,Standard,69.68958661,31.50498523,4,Found 4 Middle schools within 6.0km,GBMIDS KILLI NEIKAN,1.72,SHERANI
GGMIDS NAIK MOHD. MARDANZAI SH: KILLI (LATE) HAJI NAIK MOHD,LORALAI,Middle,High,Girls,Standard,68.60934783,30.38219522,12,Found 12 High schools within 6.0km,GGHS PAHARHI MUHALLAH,0.64,LORALAI
GBPS MADRASSA MATEE-UL-ALOOM JHANGAIR SH,DUKI,Primary,Middle,Boys,Standard,68.84429083,30.06236524,1,Found 1 Middle schools within 6.0km,GGMIDS  SHADI KHAN  JAHANGEER SHER,0.26,DUKI
GBPS GHULAM QADAR MARI,NASEER ABAD,Primary,Middle,Boys,Standard,68.02568253,28.43217001,9,Found 9 Middle schools within 6.0km,GGMIDS MITHA KHAN MANJHO,1.39,NASEER ABAD
GBPS DILWANI,HARNAI,Primary,Middle,Boys,Standard,67.39410773,30.17965727,0,Found 0 Middle schools within 6.0km,,,
GBPS RONJAN MASHKEY,AWARAN,Primary,Middle,Boys,Standard,65.74405415,27.43461023,1,Found 1 Middle schools within 6.0km,GBMIDS RONJAN NO 1,2.18,AWARAN
GBPS DOCTOR ABDUL SADIQ,KILLA ABDULLAH,Primary,Middle,Boys,Standard,66.72709036,30.68645544,11,Found 11 Middle schools within 6.0km,GBMIDS SAZO PIR ALI ZAI,1.19,KILLA ABDULLAH
GBPS GOTH SHAHBAZ KHAN KATOR,JAFER ABAD,Primary,Middle,Boys,Standard,68.30922,28.35905167,15,Found 15 Middle schools within 6.0km,GBMIDS MOHIB ALI KHOSA,0.31,JAFER ABAD
GBPS HAJI LALA KHAN BADEZAI PASHTON ABAD,QUETTA,Primary,Middle,Boys,Standard,67.03360713,30.15776948,35,Found 35 Middle schools within 6.0km,GBMIDS NASAR ABAD QUETTA,1.13,QUETTA
GGPS Killi Hussain Abad,KHUZDAR,Primary,Middle,Girls,Standard,66.59502,27.88568833,13,Found 13 Middle schools within 6.0km,GGMIDSS BAZGIR,2.51,KHUZDAR
GGPS New Mitho,JHAL MAGSI,Primary,Middle,Girls,Standard,67.50531757,27.97253667,2,Found 2 Middle schools within 6.0km,GGMIDS KEHNA KHICHI,0.84,JHAL MAGSI
GBPS MADRASSA DARUL TOHEED MAGSI SHAKH TAMBOO,NASEER ABAD,Primary,Middle,Boys,Standard,67.89856082,28.40004967,2,Found 2 Middle schools within 6.0km,GBMIDS MOLVI LEHRI,2.67,NASEER ABAD
GBPS KILLI SHADI KHAN SIRKI TALARI,CHAMAN,Primary,Middle,Boys,Standard,66.46649269,30.93634462,12,Found 12 Middle schools within 6.0km,GBMIDS KILLI ABDUL REHMAN,0.24,CHAMAN
GBPS HAJI FATEH MUHAMMAD GULDAR BAGHECHA,CHAMAN,Primary,Middle,Boys,Standard,66.42321773,30.93906457,11,Found 11 Middle schools within 6.0km,GBMIDS KILLI ROZI KHAN,0.92,CHAMAN
GBPS GOTH DOST MOHAMMAD PANDRANI,NASEER ABAD,Primary,Middle,Boys,Standard,68.19494594,28.63178311,13,Found 13 Middle schools within 6.0km,GGMIDS ABDUL REHMAN HIJWANI,3.77,NASEER ABAD
GGPS SABAWOON POWER HOUSE ROAD CHAMAN,CHAMAN,Primary,Middle,Girls,Standard,66.44977895,30.9230803,14,Found 14 Middle schools within 6.0km,GBMIDS MADRASSA TADREES UL QURAN,0.3,CHAMAN
GBPS ABDUL RASOOL BUGTI,NASEER ABAD,Primary,Middle,Boys,Standard,68.2112851,28.5436375,16,Found 16 Middle schools within 6.0km,GGMIDS NOTAL,0.19,NASEER ABAD
GGMIDS RAKHNI CITY NEAR WAPDA GRADE STATION,BARKHAN,Middle,High,Girls,Standard,69.92429515,30.05111111,1,Found 1 High schools within 6.0km,GGHS GADAI RAKHNI,1.19,BARKHAN
GPS DIN MUHAMMAD MASTOI,JAFER ABAD,Primary,Middle,Co-Education,Standard,68.08366547,28.27396357,9,Found 9 Middle schools within 6.0km,GGMIDS NOOR MUHAMMAD NAWARH,1.32,JAFER ABAD
GPS GOTH RAHO BAZINJO,LASBELA,Primary,Middle,Co-Education,Standard,66.91052751,25.12917548,8,Found 8 Middle schools within 6.0km,GGMIDS HAJI IBRAHIM SHEIKH,3.94,LASBELA
GPS  KHARSHING,ZIARAT,Primary,Middle,Girls,Standard,68.48126559,30.24306748,2,Found 2 Middle schools within 6.0km,GGMIDS BAGAWO,1.55,ZIARAT
GBPS RANGPUR BULAIDI TEHISL TAMBOO,NASEER ABAD,Primary,Middle,Boys,Standard,68.09047435,28.37561431,14,Found 14 Middle schools within 6.0km,GBMIDS WADERA SHAKAR KHAN,1.73,NASEER ABAD
GGMIDS KIAZAI FEROZABAD,KHUZDAR,Middle,High,Girls,Standard,66.54213951,27.77509133,1,Found 1 High schools within 6.0km,GBHS GUNGO FEROZABAD,2.57,KHUZDAR
GGMIDS CHAD SHER ALI,SURAB,Middle,High,Girls,Standard,66.11935196,28.32368472,1,Found 1 High schools within 6.0km,GGHS HATHYARI GIDDAR,2.24,SURAB
